Article ID,Title,Abstract,Title_p,Abstract_p,Date,contains_drug,contains_disease,contains_treatment,contains_symptom,contains_prevention,contains_healthcare_provider,contains_vaccine,contains_diagnosis
37808049,Lower-extremity malperfusion syndrome in patients undergoing proximal aortic ,OBJECTIVE: Data regarding management of lower-extremity malperfusion in the ,malperfus syndrom patient undergo proxim aortic,object data regard manag malperfus,,False,True,False,False,False,False,False,False
37808037,Association between outpatient cardiac rehabilitation and all-cause mortality ,OBJECTIVES: Cardiac rehabilitation (CR) is a class I recommendation in the ,associ outpati cardiac rehabilit mortal,object cardiac rehabilit cr class recommend,,False,True,True,False,False,False,False,False
37808030,Discussion to: Lower extremity malperfusion syndrome in patients undergoing ,,discuss lower extrem malperfus syndrom patient undergo,,,False,True,False,False,False,False,False,False
37808026,Mid-term outcomes of the COMMENCE trial investigating mitral valve replacement ,OBJECTIVE: Novel tissue leaflets (RESILIA tissue) may improve durability of ,outcom commenc trial investig mitral valv replac,object novel tissu leaflet resilia tissu may improv durabl,,False,True,False,False,False,False,False,False
37808023,Evaluation of tissue-engineered human acellular vessels as a ,OBJECTIVES: Palliative treatment of cyanotic congenital heart disease (CCHD) uses ,evalu human acellular vessel,object palli treatment cyanot congenit heart diseas cchd use,,False,True,True,False,False,False,False,False
37807924,Cardiovascular-Kidney-Metabolic Health: A Presidential Advisory From the American ,Cardiovascular-kidney-metabolic health reflects the interplay among metabolic ,health presidenti advisori american,health reflect interplay among metabol,2023-11-14,False,True,False,False,True,False,False,True
37807920,A Synopsis of the Evidence for the Science and Clinical Management of ,A growing appreciation of the pathophysiological interrelatedness of metabolic ,synopsi evid scienc clinic manag,grow appreci pathophysiolog interrelated metabol,2023-11-14,False,True,False,False,True,False,False,True
37807919,CT and MR imaging of patients with a dilated right ventricle due to congenital ,A variety of both acquired and congenital conditions can significantly affect the ,ct mr imag patient dilat right ventricl due congenit,varieti acquir congenit condit significantli affect,2023-10-09,False,True,True,False,False,False,False,False
37807895,Translating the efficacy of dapagliflozin in chronic kidney disease to lower ,AIMS: Dapagliflozin was approved for use in patients with chronic kidney disease ,translat efficaci dapagliflozin chronic kidney diseas lower,aim dapagliflozin approv use patient chronic kidney diseas,,True,True,True,False,False,True,False,False
37807723,Hereditary haemorrhagic telangiectasia and SMAD4 mutation in a patient with ,We report a case of hypoplastic left heart syndrome and with subsequent ,hereditari haemorrhag telangiectasia smad4 mutat patient,report case hypoplast left heart syndrom subsequ,2023-10-09,False,True,False,False,False,False,False,False
37807706,Acquired methaemoglobinaemia in infancy associated with acute diarrhoea: A case ,Acute diarrhoeal illness remains a common medical problem in children with nearly ,acquir methaemoglobinaemia infanc associ acut diarrhoea case,acut diarrhoeal ill remain common medic problem children nearli,2023-10-09,False,True,True,False,False,True,False,False
37807520,The differential impact of Type D personality on the prognosis of patients with ,OBJECTIVE: This study investigated the association between Type D personality and ,differenti impact type person prognosi patient,object studi investig associ type person,2023-10-08,False,True,False,False,False,False,False,False
37807333,Serum ANGPTL4 and SIRT1 factor levels and the Carotid Atherosclerotic plaque ,This study was to investigate the relationship between the levels of ,serum angptl4 sirt1 factor level carotid atherosclerot plaqu,studi investig relationship level,2023-09-30,False,True,False,False,False,False,False,False
37807327,Impacts of trelagliptin and remogliflozin alone and in combination with Alpha ,"This study investigated the effects of trelagliptin and remogliflozin, alone and ",impact trelagliptin remogliflozin alon combin alpha,studi investig effect trelagliptin remogliflozin alon,2023-09-30,True,False,True,False,False,False,False,False
37807321,"The impact of COVID-19 on BNP, NT-proBNP and ANP in heart failure.",Extensive research has been conducted on biomarkers associated with coronavirus ,impact bnp anp heart failur,extens research conduct biomark associ coronaviru,2023-09-30,False,True,False,False,False,False,False,False
37807319,The effects of prophylactic intravenous injection of rhBNP on prognosis in ,This experiment was carried out to observe the application value of recombinant ,effect prophylact intraven inject rhbnp prognosi,experi carri observ applic valu recombin,2023-09-30,False,False,True,False,False,False,False,False
37807306,Perindopril improves cardiac fibrosis through targeting the AngII/AT1R pathway.,To uncover the potential effect of Perindopril on cardiac fibrosis caused by ,perindopril improv cardiac fibrosi target pathway,uncov potenti effect perindopril cardiac fibrosi caus,2023-09-30,False,True,False,False,False,False,False,False
37807075,Deep learning-assisted high-content screening identifies isoliquiritigenin as an ,BACKGROUND: Anthracyclines including doxorubicin are essential components of many ,deep screen identifi isoliquiritigenin,background anthracyclin includ doxorubicin essenti compon mani,2023-10-09,True,False,True,False,False,False,False,False
37807004,Integrated myocardial flow reserve (iMFR) assessment: optimized PET blood flow ,PURPOSE: Distinguishing obstructive epicardial coronary artery disease (CAD) from ,integr myocardi flow reserv imfr assess optim pet blood flow,purpos distinguish obstruct epicardi coronari arteri diseas cad,2023-10-09,False,True,False,False,False,False,False,True
37806948,"Obesity, metabolic health and clinical outcomes after incident cardiovascular ",BACKGROUND: The association between metabolic syndrome and increased ,obes metabol health clinic outcom incid cardiovascular,background associ metabol syndrom increas,2023-10-08,False,True,False,False,False,False,False,False
37806929,Postcardiotomy Shock Syndrome: A Narrative Review of Perioperative Diagnosis and ,Postcardiotomy shock (PCS) is generally described as the inability to separate ,postcardiotomi shock syndrom narr review periop diagnosi,postcardiotomi shock pc gener describ inabl separ,,False,True,False,False,False,False,False,True
37806650,Misoprostol with Balloon vs Oxytocin with Balloon in High-Risk Pregnancy ,"BACKGROUND: High-risk pregnancies for maternal, fetal, or placental complications ",misoprostol balloon vs oxytocin balloon pregnanc,background pregnanc matern fetal placent complic,2023-10-06,False,True,False,False,False,False,False,False
37806592,AHR-mediated DNA damage contributes to BaP-induced cardiac malformations in ,Benzo[a]pyrene (BaP) is a representative polycyclic aromatic hydrocarbon widely ,dna damag contribut cardiac malform,benzo pyren bap repres polycycl aromat hydrocarbon wide,2024-01-01,False,True,False,False,False,False,False,False
37806540,L-type calcium ion channel-mediated activation of autophagy in vascular smooth ,"Vascular calcification (VC) is associated with increased morbidity and mortality, ",calcium ion activ autophagi vascular smooth,vascular calcif vc associ increas morbid mortal,2023-11-15,True,True,True,False,True,False,False,False
37806501,Experimental infection of foot and mouth disease virus (FMDV) upregulates the ,The relative overexpression of Coxsackie and adenoviral receptor (CAR) ,experiment infect foot mouth diseas viru fmdv upregul,rel overexpress coxsacki adenovir receptor car,,False,True,False,False,False,False,False,False
37806492,Pulmonary rehabilitation is associated with decreased exacerbation and mortality ,BACKGROUND: Poor uptake to pulmonary rehabilitation (PR) is still challenging ,pulmonari rehabilit associ decreas exacerb mortal,background poor uptak pulmonari rehabilit pr still challeng,2023-10-06,False,True,False,False,False,False,False,False
37806488,The HFSA Advanced Heart Failure and Transplant Cardiology Fellowship Consensus ,There is waning interest among cardiology trainees in pursuing an Advanced Heart ,hfsa advanc heart failur transplant cardiolog fellowship consensu,wane interest among cardiolog traine pursu advanc heart,2023-10-06,False,True,False,False,False,False,False,False
37806379,"Punicalagin attenuates myocardial oxidative damage, inflammation, and apoptosis ",Myocardial infarction (MI) is a life-threatening ischemic disease and is one of ,punicalagin attenu myocardi oxid damag inflamm apoptosi,myocardi infarct mi ischem diseas one,2023-11-01,True,True,True,False,False,False,False,False
37806333,Bifurcation PCI with a hybrid strategy with drug- eluting balloons versus a ,The optimal treatment strategy for coronary bifurcation lesions by percutaneous ,bifurc pci hybrid strategi elut balloon versu,optim treatment strategi coronari bifurc lesion percutan,,True,True,True,False,False,False,False,False
37806288,Circular-SWAT for deep learning based diagnostic classification of Alzheimer's ,BACKGROUND: Deep learning has shown potential in various scientific domains but ,deep learn base diagnost classif alzheim,background deep learn shown potenti variou scientif domain,,False,True,False,False,False,False,False,True
